OS,Application,Library
opensuse,InkScape,librt
opensuse,InkScape,libz
opensuse,InkScape,libgdk_pixbuf-2.0
opensuse,InkScape,libxslt
opensuse,InkScape,liblcms2
opensuse,InkScape,libuuid
opensuse,InkScape,libdatrie
opensuse,InkScape,libjbig
opensuse,InkScape,libgobject-2.0
opensuse,InkScape,libpango-1.0
opensuse,InkScape,libxcb-shm
opensuse,InkScape,libgtkspell
opensuse,InkScape,libselinux
opensuse,InkScape,libssh
opensuse,InkScape,libXi
opensuse,InkScape,libkrb5support
opensuse,InkScape,libpangocairo-1.0
opensuse,InkScape,libXrender
opensuse,InkScape,libfribidi
opensuse,InkScape,libXcursor
opensuse,InkScape,libwpg-0.3
opensuse,InkScape,libmount
opensuse,InkScape,libXrandr
opensuse,InkScape,libkeyutils
opensuse,InkScape,libplds4
opensuse,VLC,libc
opensuse,VLC,libsystemd
opensuse,VLC,libgpg-error
opensuse,VLC,librt
opensuse,VLC,libvlc
opensuse,VLC,libdl
opensuse,VLC,libidn
opensuse,VLC,libpthread
opensuse,VLC,libvlccore
opensuse,VLC,ld-linux-x86-64
opensuse,VLC,liblzma
opensuse,VLC,libm
opensuse,VLC,libgcrypt
opensuse,VLC,liblz4
opensuse,VLC,libdbus-1
opensuse,VLC,libcap
ubuntu,Firefox,libm
ubuntu,Firefox,libdl
ubuntu,Firefox,libgcc_s
ubuntu,Firefox,libstdc++
ubuntu,Firefox,ld-linux-x86-64
ubuntu,Firefox,libc
ubuntu,Firefox,libpthread
ubuntu,Chromium,libffmpeg
ubuntu,Chromium,libgcrypt
ubuntu,Chromium,libp11-kit
ubuntu,Chromium,libthai
ubuntu,Chromium,libsystemd
ubuntu,Chromium,libexpat
ubuntu,Chromium,libXau
ubuntu,Chromium,libatspi
ubuntu,Chromium,libwayland-client
ubuntu,Chromium,libgpg-error
ubuntu,Chromium,libblkid
ubuntu,Chromium,libavahi-client
ubuntu,Chromium,libdatrie
ubuntu,Chromium,libX11
ubuntu,Chromium,libpthread
ubuntu,Chromium,libnssutil3
ubuntu,Chromium,libfreetype
ubuntu,Chromium,libXdamage
ubuntu,Chromium,libxcb-shm
ubuntu,Chromium,libepoxy
ubuntu,Chromium,libgcc_s
ubuntu,Chromium,libharfbuzz
ubuntu,Chromium,libcairo-gobject
ubuntu,Chromium,libgdk_pixbuf-2.0
ubuntu,Chromium,libresolv
ubuntu,Chromium,libselinux
ubuntu,Chromium,libgssapi_krb5
ubuntu,Chromium,libXcomposite
ubuntu,Chromium,libcairo
ubuntu,Chromium,libxkbcommon
ubuntu,Chromium,libXss
ubuntu,Chromium,libpango-1.0
ubuntu,Chromium,librt
ubuntu,Chromium,libk5crypto
ubuntu,Chromium,libhogweed
ubuntu,Chromium,libm
ubuntu,Chromium,libXi
ubuntu,Chromium,libsmime3
ubuntu,Chromium,libdbus-1
ubuntu,Chromium,libgmodule-2.0
ubuntu,Chromium,libX11-xcb
ubuntu,Chromium,libxcb
ubuntu,Chromium,libasound
ubuntu,Chromium,libdl
ubuntu,Chromium,libatk-bridge-2.0
ubuntu,Chromium,libtasn1
ubuntu,Chromium,libplds4
ubuntu,Chromium,libpcre
ubuntu,Chromium,libpng16
ubuntu,Chromium,libXfixes
ubuntu,Chromium,libXext
ubuntu,Chromium,libXdmcp
ubuntu,Chromium,libcups
ubuntu,Chromium,libkeyutils
ubuntu,Chromium,libgio-2.0
ubuntu,Chromium,libXrender
ubuntu,Chromium,libxcb-render
ubuntu,Chromium,libpangoft2-1.0
ubuntu,Chromium,libgnutls
ubuntu,Chromium,libnspr4
ubuntu,Chromium,libfontconfig
ubuntu,Chromium,liblzma
ubuntu,Chromium,libplc4
ubuntu,Chromium,libgobject-2.0
ubuntu,Chromium,libbsd
ubuntu,Chromium,libnettle
ubuntu,Chromium,libgmp
ubuntu,Chromium,liblz4
ubuntu,Chromium,libgdk-3
ubuntu,Chromium,libgraphite2
ubuntu,Chromium,libXtst
ubuntu,Chromium,ld-linux-x86-64
ubuntu,Chromium,libffi
ubuntu,Chromium,libwayland-cursor
ubuntu,Chromium,libcom_err
ubuntu,Chromium,libz
ubuntu,Chromium,libavahi-common
ubuntu,Chromium,libXcursor
ubuntu,Chromium,libatk-1.0
ubuntu,Chromium,libgtk-3
ubuntu,Chromium,libXrandr
ubuntu,Chromium,libkrb5
ubuntu,Chromium,libglib-2.0
ubuntu,Chromium,libpangocairo-1.0
ubuntu,Chromium,libmount
ubuntu,Chromium,libuuid
ubuntu,Chromium,libpixman-1
ubuntu,Chromium,libidn2
ubuntu,Chromium,libnss3
ubuntu,Chromium,libkrb5support
ubuntu,Chromium,libc
ubuntu,Chromium,libwayland-egl
ubuntu,Chromium,libunistring
ubuntu,Chromium,libXinerama
ubuntu,Audacity,libgcrypt
ubuntu,Audacity,libp11-kit
ubuntu,Audacity,libthai
ubuntu,Audacity,libexpat
ubuntu,Audacity,libXau
ubuntu,Audacity,libavformat
ubuntu,Audacity,libgomp
ubuntu,Audacity,liblilv-0
ubuntu,Audacity,libgsm
ubuntu,Audacity,libsoxr
ubuntu,Audacity,libgpg-error
ubuntu,Audacity,libmp3lame
ubuntu,Audacity,libblkid
ubuntu,Audacity,libvorbisfile
ubuntu,Audacity,libvamp-hostsdk
ubuntu,Audacity,libdatrie
ubuntu,Audacity,libspeex
ubuntu,Audacity,libbluray
ubuntu,Audacity,libX11
ubuntu,Audacity,libpthread
ubuntu,Audacity,libwx_baseu_net-3.0
ubuntu,Audacity,librsvg-2
ubuntu,Audacity,libcrystalhd
ubuntu,Audacity,libfreetype
ubuntu,Audacity,libFLAC++
ubuntu,Audacity,libXdamage
ubuntu,Audacity,libxcb-shm
ubuntu,Audacity,libgcc_s
ubuntu,Audacity,libwx_gtk2u_html-3.0
ubuntu,Audacity,libharfbuzz
ubuntu,Audacity,libgdk_pixbuf-2.0
ubuntu,Audacity,libstdc++
ubuntu,Audacity,libtheoraenc
ubuntu,Audacity,libgtk-x11-2.0
ubuntu,Audacity,libwavpack
ubuntu,Audacity,libXxf86vm
ubuntu,Audacity,libresolv
ubuntu,Audacity,libselinux
ubuntu,Audacity,libwx_gtk2u_core-3.0
ubuntu,Audacity,libwebpmux
ubuntu,Audacity,libgssapi_krb5
ubuntu,Audacity,libXcomposite
ubuntu,Audacity,libcairo
ubuntu,Audacity,libpango-1.0
ubuntu,Audacity,libshine
ubuntu,Audacity,libchromaprint
ubuntu,Audacity,librt
ubuntu,Audacity,libFLAC
ubuntu,Audacity,libhogweed
ubuntu,Audacity,libk5crypto
ubuntu,Audacity,libm
ubuntu,Audacity,libsnappy
ubuntu,Audacity,libXi
ubuntu,Audacity,libwx_gtk2u_adv-3.0
ubuntu,Audacity,libgmodule-2.0
ubuntu,Audacity,libtheoradec
ubuntu,Audacity,libportSMF
ubuntu,Audacity,libxcb
ubuntu,Audacity,libtwolame
ubuntu,Audacity,libasound
ubuntu,Audacity,libdl
ubuntu,Audacity,libvorbis
ubuntu,Audacity,libsuil-0
ubuntu,Audacity,libbz2
ubuntu,Audacity,libtasn1
ubuntu,Audacity,libcroco-0.6
ubuntu,Audacity,libvpx
ubuntu,Audacity,libva-x11
ubuntu,Audacity,libpcre
ubuntu,Audacity,libvorbisenc
ubuntu,Audacity,libopenmpt
ubuntu,Audacity,libpng16
ubuntu,Audacity,libwx_baseu_xml-3.0
ubuntu,Audacity,libXfixes
ubuntu,Audacity,libSM
ubuntu,Audacity,libwx_gtk2u_qa-3.0
ubuntu,Audacity,libnuma
ubuntu,Audacity,libXext
ubuntu,Audacity,libwx_baseu-3.0
ubuntu,Audacity,libICE
ubuntu,Audacity,libXdmcp
ubuntu,Audacity,libwebp
ubuntu,Audacity,libportaudio
ubuntu,Audacity,libid3tag
ubuntu,Audacity,libkeyutils
ubuntu,Audacity,libzvbi
ubuntu,Audacity,libxvidcore
ubuntu,Audacity,libjbig
ubuntu,Audacity,libvdpau
ubuntu,Audacity,libserd-0
ubuntu,Audacity,libgio-2.0
ubuntu,Audacity,libXrender
ubuntu,Audacity,libxcb-render
ubuntu,Audacity,libpangoft2-1.0
ubuntu,Audacity,libgnutls
ubuntu,Audacity,libsord-0
ubuntu,Audacity,libjack
ubuntu,Audacity,libopus
ubuntu,Audacity,libfontconfig
ubuntu,Audacity,libjpeg
ubuntu,Audacity,libSoundTouch
ubuntu,Audacity,libssh-gcrypt
ubuntu,Audacity,liblzma
ubuntu,Audacity,libogg
ubuntu,Audacity,libsndfile
ubuntu,Audacity,libnettle
ubuntu,Audacity,libgobject-2.0
ubuntu,Audacity,libbsd
ubuntu,Audacity,libgmp
ubuntu,Audacity,libgdk-x11-2.0
ubuntu,Audacity,libgraphite2
ubuntu,Audacity,ld-linux-x86-64
ubuntu,Audacity,libffi
ubuntu,Audacity,libcom_err
ubuntu,Audacity,libx265
ubuntu,Audacity,libsratom-0
ubuntu,Audacity,libswresample
ubuntu,Audacity,libz
ubuntu,Audacity,libmad
ubuntu,Audacity,libXcursor
ubuntu,Audacity,libatk-1.0
ubuntu,Audacity,libmpg123
ubuntu,Audacity,libicudata
ubuntu,Audacity,libXrandr
ubuntu,Audacity,libkrb5
ubuntu,Audacity,libglib-2.0
ubuntu,Audacity,libpangocairo-1.0
ubuntu,Audacity,libicuuc
ubuntu,Audacity,libmount
ubuntu,Audacity,libuuid
ubuntu,Audacity,libpixman-1
ubuntu,Audacity,libdrm
ubuntu,Audacity,libidn2
ubuntu,Audacity,libnotify
ubuntu,Audacity,libkrb5support
ubuntu,Audacity,libxml2
ubuntu,Audacity,libva
ubuntu,Audacity,libx264
ubuntu,Audacity,libc
ubuntu,Audacity,libva-drm
ubuntu,Audacity,libgme
ubuntu,Audacity,libunistring
ubuntu,Audacity,libopenjp2
ubuntu,Audacity,libtiff
ubuntu,Audacity,libavutil
ubuntu,Audacity,libXinerama
ubuntu,Audacity,libavcodec
ubuntu,Keepassxc,libresolv
ubuntu,Keepassxc,libgcrypt
ubuntu,Keepassxc,libyubikey
ubuntu,Keepassxc,libp11-kit
ubuntu,Keepassxc,libQt5Network
ubuntu,Keepassxc,libz
ubuntu,Keepassxc,libdouble-conversion
ubuntu,Keepassxc,libpng16
ubuntu,Keepassxc,libsystemd
ubuntu,Keepassxc,libjson-c
ubuntu,Keepassxc,libheimbase
ubuntu,Keepassxc,libgssapi_krb5
ubuntu,Keepassxc,libudev
ubuntu,Keepassxc,libXfixes
ubuntu,Keepassxc,libXcomposite
ubuntu,Keepassxc,libXau
ubuntu,Keepassxc,liblber-2.4
ubuntu,Keepassxc,libQt5DBus
ubuntu,Keepassxc,libXext
ubuntu,Keepassxc,libicudata
ubuntu,Keepassxc,libicui18n
ubuntu,Keepassxc,libpsl
ubuntu,Keepassxc,libheimntlm
ubuntu,Keepassxc,libgpg-error
ubuntu,Keepassxc,libkrb5
ubuntu,Keepassxc,libsodium
ubuntu,Keepassxc,libglib-2.0
ubuntu,Keepassxc,libXdmcp
ubuntu,Keepassxc,libicuuc
ubuntu,Keepassxc,libcrypt
ubuntu,Keepassxc,libwind
ubuntu,Keepassxc,librt
ubuntu,Keepassxc,libkeyutils
ubuntu,Keepassxc,libsasl2
ubuntu,Keepassxc,libhogweed
ubuntu,Keepassxc,libk5crypto
ubuntu,Keepassxc,libGL
ubuntu,Keepassxc,libldap_r-2.4
ubuntu,Keepassxc,libhcrypto
ubuntu,Keepassxc,libX11
ubuntu,Keepassxc,libroken
ubuntu,Keepassxc,libpthread
ubuntu,Keepassxc,libm
ubuntu,Keepassxc,libykpers-1
ubuntu,Keepassxc,libidn2
ubuntu,Keepassxc,libfreetype
ubuntu,Keepassxc,libgnutls
ubuntu,Keepassxc,libkrb5support
ubuntu,Keepassxc,libsqlite3
ubuntu,Keepassxc,libXdamage
ubuntu,Keepassxc,libasn1
ubuntu,Keepassxc,libusb-1.0
ubuntu,Keepassxc,libgcc_s
ubuntu,Keepassxc,libdbus-1
ubuntu,Keepassxc,libnghttp2
ubuntu,Keepassxc,libhx509
ubuntu,Keepassxc,libc
ubuntu,Keepassxc,libbsd
ubuntu,Keepassxc,librtmp
ubuntu,Keepassxc,liblzma
ubuntu,Keepassxc,libxcb
ubuntu,Keepassxc,libQt5Gui
ubuntu,Keepassxc,libharfbuzz
ubuntu,Keepassxc,libcurl-gnutls
ubuntu,Keepassxc,libnettle
ubuntu,Keepassxc,libzxcvbn
ubuntu,Keepassxc,libQt5Core
ubuntu,Keepassxc,libdl
ubuntu,Keepassxc,libunistring
ubuntu,Keepassxc,libgmp
ubuntu,Keepassxc,liblz4
ubuntu,Keepassxc,libgraphite2
ubuntu,Keepassxc,libtasn1
ubuntu,Keepassxc,libQt5Widgets
ubuntu,Keepassxc,libstdc++
ubuntu,Keepassxc,ld-linux-x86-64
ubuntu,Keepassxc,libffi
ubuntu,Keepassxc,libargon2
ubuntu,Keepassxc,libgssapi
ubuntu,Keepassxc,libcom_err
ubuntu,Keepassxc,libpcre
ubuntu,Libreoffice,libgcrypt
ubuntu,Libreoffice,libp11-kit
ubuntu,Libreoffice,libsystemd
ubuntu,Libreoffice,libexpat
ubuntu,Libreoffice,libXau
ubuntu,Libreoffice,libuno_salhelpergcc3
ubuntu,Libreoffice,libboost_filesystem
ubuntu,Libreoffice,liblber-2.4
ubuntu,Libreoffice,libgpg-error
ubuntu,Libreoffice,libdconf
ubuntu,Libreoffice,libgpgmepp
ubuntu,Libreoffice,libcrypt
ubuntu,Libreoffice,libuno_cppuhelpergcc3
ubuntu,Libreoffice,libblkid
ubuntu,Libreoffice,libavahi-client
ubuntu,Libreoffice,libldap_r-2.4
ubuntu,Libreoffice,libX11
ubuntu,Libreoffice,libroken
ubuntu,Libreoffice,libpthread
ubuntu,Libreoffice,libnssutil3
ubuntu,Libreoffice,libfreetype
ubuntu,Libreoffice,libepoxy
ubuntu,Libreoffice,libxcb-shm
ubuntu,Libreoffice,libasn1
ubuntu,Libreoffice,libgcc_s
ubuntu,Libreoffice,libboost_iostreams
ubuntu,Libreoffice,librtmp
ubuntu,Libreoffice,libharfbuzz
ubuntu,Libreoffice,libassuan
ubuntu,Libreoffice,libjvmfwklo
ubuntu,Libreoffice,libstdc++
ubuntu,Libreoffice,libresolv
ubuntu,Libreoffice,libselinux
ubuntu,Libreoffice,libboost_thread
ubuntu,Libreoffice,libgssapi_krb5
ubuntu,Libreoffice,libcairo
ubuntu,Libreoffice,libheimntlm
ubuntu,Libreoffice,libicui18n
ubuntu,Libreoffice,libclucene-shared
ubuntu,Libreoffice,librt
ubuntu,Libreoffice,libsasl2
ubuntu,Libreoffice,libhogweed
ubuntu,Libreoffice,libk5crypto
ubuntu,Libreoffice,libm
ubuntu,Libreoffice,libjvmaccesslo
ubuntu,Libreoffice,libsmime3
ubuntu,Libreoffice,liborcus-0.13
ubuntu,Libreoffice,libi18nlangtag
ubuntu,Libreoffice,libdbus-1
ubuntu,Libreoffice,libgmodule-2.0
ubuntu,Libreoffice,libmergedlo
ubuntu,Libreoffice,libhx509
ubuntu,Libreoffice,libboost_locale
ubuntu,Libreoffice,libxcb
ubuntu,Libreoffice,libcurl-gnutls
ubuntu,Libreoffice,libdl
ubuntu,Libreoffice,libbz2
ubuntu,Libreoffice,libtasn1
ubuntu,Libreoffice,libplds4
ubuntu,Libreoffice,libgssapi
ubuntu,Libreoffice,libpcre
ubuntu,Libreoffice,libharfbuzz-icu
ubuntu,Libreoffice,libpng16
ubuntu,Libreoffice,libgpgme
ubuntu,Libreoffice,liblangtag
ubuntu,Libreoffice,libXext
ubuntu,Libreoffice,libpsl
ubuntu,Libreoffice,libXdmcp
ubuntu,Libreoffice,libcups
ubuntu,Libreoffice,libwind
ubuntu,Libreoffice,libkeyutils
ubuntu,Libreoffice,libhcrypto
ubuntu,Libreoffice,libclewlo
ubuntu,Libreoffice,libunoidllo
ubuntu,Libreoffice,libgio-2.0
ubuntu,Libreoffice,libXrender
ubuntu,Libreoffice,libxcb-render
ubuntu,Libreoffice,libclucene-contribs-lib
ubuntu,Libreoffice,libpdfiumlo
ubuntu,Libreoffice,libgnutls
ubuntu,Libreoffice,libnspr4
ubuntu,Libreoffice,libfontconfig
ubuntu,Libreoffice,libjpeg
ubuntu,Libreoffice,liblzma
ubuntu,Libreoffice,libplc4
ubuntu,Libreoffice,libgobject-2.0
ubuntu,Libreoffice,libnettle
ubuntu,Libreoffice,libgmp
ubuntu,Libreoffice,libbsd
ubuntu,Libreoffice,liblz4
ubuntu,Libreoffice,libclucene-core
ubuntu,Libreoffice,libgraphite2
ubuntu,Libreoffice,ld-linux-x86-64
ubuntu,Libreoffice,libffi
ubuntu,Libreoffice,libcom_err
ubuntu,Libreoffice,libz
ubuntu,Libreoffice,libavahi-common
ubuntu,Libreoffice,liborcus-parser-0.13
ubuntu,Libreoffice,libheimbase
ubuntu,Libreoffice,libreglo
ubuntu,Libreoffice,libuno_sal
ubuntu,Libreoffice,libdbus-glib-1
ubuntu,Libreoffice,libicudata
ubuntu,Libreoffice,libkrb5
ubuntu,Libreoffice,libglib-2.0
ubuntu,Libreoffice,libicuuc
ubuntu,Libreoffice,libxslt
ubuntu,Libreoffice,libmount
ubuntu,Libreoffice,libuuid
ubuntu,Libreoffice,libpixman-1
ubuntu,Libreoffice,libsqlite3
ubuntu,Libreoffice,libidn2
ubuntu,Libreoffice,libnss3
ubuntu,Libreoffice,libkrb5support
ubuntu,Libreoffice,libxml2
ubuntu,Libreoffice,libuno_cppu
ubuntu,Libreoffice,libxmlreaderlo
ubuntu,Libreoffice,libnghttp2
ubuntu,Libreoffice,libeot
ubuntu,Libreoffice,libstorelo
ubuntu,Libreoffice,libc
ubuntu,Libreoffice,libunistring
ubuntu,Libreoffice,libboost_system
ubuntu,Libreoffice,liblcms2
ubuntu,GIMP,libresolv
ubuntu,GIMP,libgcrypt
ubuntu,GIMP,libselinux
ubuntu,GIMP,libz
ubuntu,GIMP,libthai
ubuntu,GIMP,libsystemd
ubuntu,GIMP,libexpat
ubuntu,GIMP,libpng16
ubuntu,GIMP,libXau
ubuntu,GIMP,libXcursor
ubuntu,GIMP,libXfixes
ubuntu,GIMP,libXcomposite
ubuntu,GIMP,libatk-1.0
ubuntu,GIMP,libcairo
ubuntu,GIMP,libXext
ubuntu,GIMP,libdbus-glib-1
ubuntu,GIMP,libXrandr
ubuntu,GIMP,libgimpmath-2.0
ubuntu,GIMP,libpango-1.0
ubuntu,GIMP,libXdmcp
ubuntu,GIMP,libgpg-error
ubuntu,GIMP,libglib-2.0
ubuntu,GIMP,libgimpthumb-2.0
ubuntu,GIMP,libbabl-0.1
ubuntu,GIMP,libpangocairo-1.0
ubuntu,GIMP,libmount
ubuntu,GIMP,librt
ubuntu,GIMP,libffi
ubuntu,GIMP,libuuid
ubuntu,GIMP,libblkid
ubuntu,GIMP,libdatrie
ubuntu,GIMP,libpixman-1
ubuntu,GIMP,libgegl-0.3
ubuntu,GIMP,libgimpconfig-2.0
ubuntu,GIMP,libgimpbase-2.0
ubuntu,GIMP,libX11
ubuntu,GIMP,libgimpcolor-2.0
ubuntu,GIMP,libpthread
ubuntu,GIMP,libgio-2.0
ubuntu,GIMP,libXrender
ubuntu,GIMP,libm
ubuntu,GIMP,libfreetype
ubuntu,GIMP,libpangoft2-1.0
ubuntu,GIMP,libxcb-render
ubuntu,GIMP,libgimpwidgets-2.0
ubuntu,GIMP,libXi
ubuntu,GIMP,libxcb-shm
ubuntu,GIMP,libXdamage
ubuntu,GIMP,libdbus-1
ubuntu,GIMP,libgmodule-2.0
ubuntu,GIMP,libfontconfig
ubuntu,GIMP,libc
ubuntu,GIMP,liblzma
ubuntu,GIMP,libxcb
ubuntu,GIMP,libharfbuzz
ubuntu,GIMP,libgobject-2.0
ubuntu,GIMP,libbsd
ubuntu,GIMP,libdl
ubuntu,GIMP,libgdk-x11-2.0
ubuntu,GIMP,liblz4
ubuntu,GIMP,libgraphite2
ubuntu,GIMP,libgdk_pixbuf-2.0
ubuntu,GIMP,ld-linux-x86-64
ubuntu,GIMP,libgthread-2.0
ubuntu,GIMP,libXinerama
ubuntu,GIMP,libgtk-x11-2.0
ubuntu,GIMP,libgimpmodule-2.0
ubuntu,GIMP,libpcre
ubuntu,InkScape,libgcrypt
ubuntu,InkScape,libthai
ubuntu,InkScape,libsystemd
ubuntu,InkScape,libexpat
ubuntu,InkScape,libXau
ubuntu,InkScape,libgomp
ubuntu,InkScape,libglibmm-2.4
ubuntu,InkScape,libgtkmm-2.4
ubuntu,InkScape,libgpg-error
ubuntu,InkScape,libsigc-2.0
ubuntu,InkScape,libcairomm-1.0
ubuntu,InkScape,libblkid
ubuntu,InkScape,libdatrie
ubuntu,InkScape,libX11
ubuntu,InkScape,libpoppler
ubuntu,InkScape,libpthread
ubuntu,InkScape,libnssutil3
ubuntu,InkScape,libfreetype
ubuntu,InkScape,libXdamage
ubuntu,InkScape,libxcb-shm
ubuntu,InkScape,libinkscape_base
ubuntu,InkScape,libgcc_s
ubuntu,InkScape,libharfbuzz
ubuntu,InkScape,libgiomm-2.4
ubuntu,InkScape,libltdl
ubuntu,InkScape,libgdkmm-2.4
ubuntu,InkScape,libgdk_pixbuf-2.0
ubuntu,InkScape,libstdc++
ubuntu,InkScape,libgtk-x11-2.0
ubuntu,InkScape,libresolv
ubuntu,InkScape,librevenge-0.0
ubuntu,InkScape,libselinux
ubuntu,InkScape,libfftw3
ubuntu,InkScape,libXcomposite
ubuntu,InkScape,libcairo
ubuntu,InkScape,libwpd-0.10
ubuntu,InkScape,libgtkspell
ubuntu,InkScape,libicui18n
ubuntu,InkScape,libpango-1.0
ubuntu,InkScape,libMagickWand-6.Q16
ubuntu,InkScape,librt
ubuntu,InkScape,libatkmm-1.6
ubuntu,InkScape,libm
ubuntu,InkScape,libpopt
ubuntu,InkScape,libXi
ubuntu,InkScape,libsmime3
ubuntu,InkScape,libdbus-1
ubuntu,InkScape,libgmodule-2.0
ubuntu,InkScape,libxcb
ubuntu,InkScape,libpotrace
ubuntu,InkScape,libdl
ubuntu,InkScape,libbz2
ubuntu,InkScape,libplds4
ubuntu,InkScape,libgslcblas
ubuntu,InkScape,libpcre
ubuntu,InkScape,libpng16
ubuntu,InkScape,libXfixes
ubuntu,InkScape,liblqr-1
ubuntu,InkScape,libXext
ubuntu,InkScape,libXdmcp
ubuntu,InkScape,libjbig
ubuntu,InkScape,libgio-2.0
ubuntu,InkScape,libXrender
ubuntu,InkScape,libxcb-render
ubuntu,InkScape,libvisio-0.1
ubuntu,InkScape,libpangoft2-1.0
ubuntu,InkScape,libaspell
ubuntu,InkScape,libnspr4
ubuntu,InkScape,libfontconfig
ubuntu,InkScape,libjpeg
ubuntu,InkScape,liblzma
ubuntu,InkScape,libpoppler-glib
ubuntu,InkScape,libplc4
ubuntu,InkScape,libgobject-2.0
ubuntu,InkScape,libbsd
ubuntu,InkScape,libgdk-x11-2.0
ubuntu,InkScape,liblz4
ubuntu,InkScape,libgraphite2
ubuntu,InkScape,ld-linux-x86-64
ubuntu,InkScape,libffi
ubuntu,InkScape,libenchant
ubuntu,InkScape,libgc
ubuntu,InkScape,libz
ubuntu,InkScape,libXcursor
ubuntu,InkScape,libatk-1.0
ubuntu,InkScape,libcdr-0.1
ubuntu,InkScape,libdbus-glib-1
ubuntu,InkScape,libicudata
ubuntu,InkScape,libXrandr
ubuntu,InkScape,libglib-2.0
ubuntu,InkScape,libpangocairo-1.0
ubuntu,InkScape,libxslt
ubuntu,InkScape,libicuuc
ubuntu,InkScape,libmount
ubuntu,InkScape,libuuid
ubuntu,InkScape,libpixman-1
ubuntu,InkScape,libwpg-0.3
ubuntu,InkScape,libnss3
ubuntu,InkScape,libxml2
ubuntu,InkScape,libMagickCore-6.Q16
ubuntu,InkScape,librevenge-stream-0.0
ubuntu,InkScape,libgsl
ubuntu,InkScape,libc
ubuntu,InkScape,libMagick++-6.Q16
ubuntu,InkScape,libtiff
ubuntu,InkScape,libpangomm-1.4
ubuntu,InkScape,libXinerama
ubuntu,InkScape,liblcms2
ubuntu,VLC,liblzma
ubuntu,VLC,libgcrypt
ubuntu,VLC,libm
ubuntu,VLC,libgpg-error
ubuntu,VLC,libsystemd
ubuntu,VLC,libvlccore
ubuntu,VLC,libdl
ubuntu,VLC,liblz4
ubuntu,VLC,librt
ubuntu,VLC,libvlc
ubuntu,VLC,libdbus-1
ubuntu,VLC,ld-linux-x86-64
ubuntu,VLC,libidn
ubuntu,VLC,libpthread
ubuntu,VLC,libc
arch,Firefox,libdl
arch,Firefox,libstdc++
arch,Firefox,ld-linux-x86-64
arch,Firefox,libpthread
arch,Firefox,libgcc_s
arch,Firefox,libc
arch,Firefox,libm
arch,Chromium,libdrm
arch,Chromium,libglib-2.0
arch,Chromium,libwebpdemux
arch,Chromium,libgssapi_krb5
arch,Chromium,libbz2
arch,Chromium,libatk-1.0
arch,Chromium,libopencore-amrwb
arch,Chromium,libxkbcommon
arch,Chromium,libXext
arch,Chromium,libvdpau
arch,Chromium,libwebp
arch,Chromium,libgcrypt
arch,Chromium,libfribidi
arch,Chromium,libssh
arch,Chromium,libkrb5support
arch,Chromium,libdl
arch,Chromium,libgobject-2.0
arch,Chromium,libicudata
arch,Chromium,libcom_err
arch,Chromium,libcairo
arch,Chromium,libmodplug
arch,Chromium,libopenjp2
arch,Chromium,libvorbis
arch,Chromium,liblz4
arch,Chromium,libwayland-client
arch,Chromium,libpangoft2-1.0
arch,Chromium,libpangocairo-1.0
arch,Chromium,libnspr4
arch,Chromium,libgio-2.0
arch,Chromium,libkrb5
arch,Chromium,libminizip
arch,Chromium,libtheoraenc
arch,Chromium,libogg
arch,Chromium,libva
arch,Chromium,libp11-kit
arch,Chromium,libxml2
arch,Chromium,libopencore-amrnb
arch,Chromium,libpulse
arch,Chromium,libmvec
arch,Chromium,libatspi
arch,Chromium,libbluray
arch,Chromium,libhogweed
arch,Chromium,libcrypt
arch,Chromium,librt
arch,Chromium,libcups
arch,Chromium,libgsm
arch,Chromium,libasound
arch,Chromium,libatomic
arch,Chromium,libxcb
arch,Chromium,libjpeg
arch,Chromium,libblkid
arch,Chromium,libsmime3
arch,Chromium,libspeex
arch,Chromium,libicui18n
arch,Chromium,libsoxr
arch,Chromium,libatk-bridge-2.0
arch,Chromium,libicuuc
arch,Chromium,libXcursor
arch,Chromium,libuuid
arch,Chromium,libgdk-3
arch,Chromium,libgnutls
arch,Chromium,libsnappy
arch,Chromium,libkeyutils
arch,Chromium,libx264
arch,Chromium,libjson-glib-1.0
arch,Chromium,libtheoradec
arch,Chromium,libswresample
arch,Chromium,libharfbuzz
arch,Chromium,ld-linux-x86-64
arch,Chromium,libwebpmux
arch,Chromium,libpulsecommon-12.2
arch,Chromium,libpixman-1
arch,Chromium,libx265
arch,Chromium,libavcodec
arch,Chromium,libX11-xcb
arch,Chromium,libXss
arch,Chromium,libavutil
arch,Chromium,libva-x11
arch,Chromium,libnss3
arch,Chromium,libwayland-egl
arch,Chromium,libX11
arch,Chromium,libffi
arch,Chromium,libgtk-3
arch,Chromium,libnssutil3
arch,Chromium,libcairo-gobject
arch,Chromium,libXtst
arch,Chromium,libre2
arch,Chromium,libgdk_pixbuf-2.0
arch,Chromium,libavformat
arch,Chromium,libFLAC
arch,Chromium,libavahi-common
arch,Chromium,libtasn1
arch,Chromium,libgpg-error
arch,Chromium,libc
arch,Chromium,libwayland-cursor
arch,Chromium,libXdmcp
arch,Chromium,libgmodule-2.0
arch,Chromium,libdatrie
arch,Chromium,libxcb-shm
arch,Chromium,libsystemd
arch,Chromium,libXau
arch,Chromium,libaom
arch,Chromium,libXrandr
arch,Chromium,libpango-1.0
arch,Chromium,libplds4
arch,Chromium,libmp3lame
arch,Chromium,libXinerama
arch,Chromium,libgraphite2
arch,Chromium,libgmp
